"specialty","visiting_city","visiting_site","visiting_lat","visiting_lon","frequency","origin_site","origin_city","origin_lat","origin_lon","consultant_name"
"Otolaryngology","Carroll","McFarland Clinic/Urgent Care - Carroll","42.06565","-94.86722","1/MO","McFarland Clinic - Duff Ave","Ames","42.0268","-93.62018","Jean Dorothy Hermsen, DO"
"Urology","Carroll","McFarland Clinic/Urgent Care - Carroll","42.06565","-94.86722","2/MO","McFarland Clinic - Duff Ave","Ames","42.0268","-93.62018","Garrett Steven Korrect, MD"
"Urology","Carroll","St Anthony Clinic - Carroll","42.06565","-94.86722","4+/MO","Siouxland Urological Assoc","Dakota Dunes, SD","42.50394","-96.49581","Adam Benjamin Althaus, MD"
"Nephrology","Carroll","St Anthony Regional Hospital","42.06565","-94.86722","4+/MO","Iowa Kidney Physicians - Med Plaza Office","Des Moines","41.58882","-93.62031","Paravathy Krishna Geetha, MD"
"Nephrology","Carroll","St Anthony Regional Hospital","42.06565","-94.86722","4+/MO","Iowa Kidney Physicians - West Des Moines","West Des Moines","41.5755","-93.71303","Sameer A Yaseen, MD"
"Otolaryngology","Carroll","St Anthony Regional Hospital","42.06565","-94.86722","1/MO","Wellendorf ENT","Carroll","42.06565","-94.86722","Tracey G Wellendorf, MD"
"Pulmonary Disease","Carroll","St Anthony Regional Hospital","42.06565","-94.86722","2/MO","Iowa Clinic Pulmonary","West Des Moines","41.5755","-93.71303","Ryan Matthew Brimeyer, DO"
"Pulmonary Disease","Carroll","St Anthony Regional Hospital","42.06565","-94.86722","2/MO","Iowa Clinic Pulmonary","West Des Moines","41.5755","-93.71303","James Christopher Mallen, DO"
"Pulmonary Disease","Carroll","St Anthony Regional Hospital","42.06565","-94.86722","2/MO","Iowa Clinic Pulmonary","West Des Moines","41.5755","-93.71303","Jason Dean Mohr, DO"
"Infectious Disease","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","2/MO","UIHC - Dept of Internal Medicine","Iowa City","41.66124","-91.53013","Alpheus Benjamin Appenheimer, MD"
"Infectious Disease","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","2/MO","UIHC - Dept of Internal Medicine","Iowa City","41.66124","-91.53013","Jason H Barker, MD"
"Infectious Disease","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","2/MO","UIHC - Dept of Internal Medicine","Iowa City","41.66124","-91.53013","Quanhathai Kaewpoowat, MD"
"Infectious Disease","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","2/MO","UIHC - Dept of Internal Medicine","Iowa City","41.66124","-91.53013","Jeffrey L Meier, MD"
"Infectious Disease","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","2/MO","UIHC - Dept of Internal Medicine","Iowa City","41.66124","-91.53013","Jack T Stapleton, MD"
"Orthopaedic Surgery","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","1/MO","UIHC - Dept of Ortho Surgery & Rehab","Iowa City","41.66124","-91.53013","Heather Renee Kowalski, MD"
"Pediatric Endocrinology","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","2/MO","UIHC - Stead Family Dept of Pediatrics","Iowa City","41.66124","-91.53013","Akhila Ramakrishna, MD"
"Pediatric Gastroenterology","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","2/MO","UIHC - Stead Family Dept of Pediatrics","Iowa City","41.66124","-91.53013","Donna Ann Cheung, MD"
"Pediatric Gastroenterology","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","2/MO","UIHC - Stead Family Dept of Pediatrics","Iowa City","41.66124","-91.53013","Nadia Naz, MD"
"Pediatric Hematology - Oncology","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","2/MO","UIHC - Stead Family Dept of Pediatrics","Iowa City","41.66124","-91.53013","David Alan Claassen, MD"
"Pediatric Medical Genetics","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","<1/MO","UIHC Pediatrics - IRL","Coralville","41.67268","-91.57777","Nicole Pauline Safina, MD"
"Pediatric Nephrology","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","2/MO","UIHC - Stead Family Dept of Pediatrics","Iowa City","41.66124","-91.53013","Jason Mark Misurac, MD"
"Pediatric Neurodevelopmental Disabilities","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","<1/MO","UIHC - Stead Family Dept of Pediatrics","Iowa City","41.66124","-91.53013","Katherine D Mathews, MD"
"Pediatric Neurodevelopmental Disabilities","Cedar Falls","UIHC Specialty Clinic - Cedar Falls","42.53781","-92.4534","<1/MO","UIHC - Stead Family Dept of Pediatrics","Iowa City","41.66124","-91.53013","Dimah Nayef Saade, MD"
"Obstetrics & Gynecology","Cedar Rapids","UIHC Clinic / Urgent Care - Cedar Rapids","41.97805","-91.66986","3/MO","UIHC - Dept of Obstetrics/Gynecology","Iowa City","41.66124","-91.53013","Kimberly Ann Kenne, MD"
"Pediatric Endocrinology","Cedar Rapids","UIHC Clinic / Urgent Care - Cedar Rapids","41.97805","-91.66986","3/MO","UIHC - Stead Family Dept of Pediatrics","Iowa City","41.66124","-91.53013","Eirene Georgia Alexandrou, MD"
"Pediatric Endocrinology","Cedar Rapids","UIHC Clinic / Urgent Care - Cedar Rapids","41.97805","-91.66986","3/MO","UIHC - Dept of Internal Medicine","Iowa City","41.66124","-91.53013","Erin Elizabeth Briggie, MD"
"Pediatric Gastroenterology","Cedar Rapids","UIHC Clinic / Urgent Care - Cedar Rapids","41.97805","-91.66986","1/WK","UIHC - Stead Family Dept of Pediatrics","Iowa City","41.66124","-91.53013","Catherine Diane DeGeeter, MD"
"Medical Oncology","Centerville","MercyOne Medical Center - Centerville","40.7325","-92.87416","1/WK","Mission Cancer + Blood - MercyOne Des Moines","Des Moines","41.58882","-93.62031","Tara Michelle Graff, DO"
"Medical Oncology","Centerville","MercyOne Medical Center - Centerville","40.7325","-92.87416","1/WK","Mission Cancer + Blood - MercyOne Des Moines","Des Moines","41.58882","-93.62031","Angela E Sandre, DO"
"Nephrology","Centerville","MercyOne Medical Center - Centerville","40.7325","-92.87416","2/MO","Associates in Kidney Care PLC","Des Moines","41.58882","-93.62031","Jobinson Thomas, MD"
"Orthopaedic Surgery","Centerville","MercyOne Medical Center - Centerville","40.7325","-92.87416","2/MO","Wayne County Hospital","Corydon","40.75842","-93.31806","Shehada Mohamad Homedan, MD"
"Otolaryngology","Centerville","MercyOne Medical Center - Centerville","40.7325","-92.87416","2/MO","MercyOne Clinics ENT - Clive","Clive","41.60709","-93.77495","Marshall C Greiman, MD"
"Urology","Centerville","MercyOne Medical Center - Centerville","40.7325","-92.87416","1/WK","Lakeview Center for Urology","West Des Moines","41.5755","-93.71303","Fawad S Zafar, MD"
"Ophthalmology","Chariton","Chariton Vision Center","41.01444","-93.30349","1/MO","Wolfe Eye Clinic - Des Moines","West Des Moines","41.5755","-93.71303","Matthew Paul Rauen, MD"
"Cardiovascular Disease","Chariton","LCHC Medical Clinic - Chariton","41.01444","-93.30349","1/MO","Iowa Clinic Cardiovascular - West Des Moines","West Des Moines","41.5755","-93.71303","Lucas Paul Groben, DO"
"General Surgery","Chariton","LCHC Medical Clinic - Chariton","41.01444","-93.30349","2/WK","Iowa Specialty Surgeons","West Des Moines","41.5755","-93.71303","Paul A Conte, MD"
"Hematology-Oncology","Chariton","LCHC Medical Clinic - Chariton","41.01444","-93.30349","2/MO","Mission Cancer + Blood - MercyOne Des Moines","Des Moines","41.58882","-93.62031","Giselle Mary Mery, MD"
"Obstetrics & Gynecology","Chariton","LCHC Medical Clinic - Chariton","41.01444","-93.30349","2/MO","PRHC Medical Clinic/Urgent Care - Pella","Pella","41.40811","-92.91644","Dale L Lensing, MD"
"Allergy & Immunology","Chariton","Lucas County Health Center","41.01444","-93.30349","1/MO","Allergy Asthma & Sinus Center PC","West Des Moines","41.5755","-93.71303","Ravinder K Agarwal, MD"
"Nephrology","Chariton","Lucas County Health Center","41.01444","-93.30349","1/MO","Iowa Kidney Physicians - Med Plaza Office","Des Moines","41.58882","-93.62031","Vignesh Viswanathan, MD"
"Orthopaedic Surgery","Chariton","Lucas County Health Center","41.01444","-93.30349","2/MO","Des Moines Ortho Surgeons - East","Des Moines","41.58882","-93.62031","Ian Lin, MD"
"Otolaryngology","Chariton","Lucas County Health Center","41.01444","-93.30349","1/MO","Iowa ENT Center - West Des Moines","West Des Moines","41.5755","-93.71303","Simon K Wright, MD"
"Physical Medicine & Rehab","Chariton","Lucas County Health Center","41.01444","-93.30349","1/MO","Iowa Clinic - Physical Med/Podiatry","West Des Moines","41.5755","-93.71303","Todd C Troll, MD"
"Pulmonary Disease","Chariton","Lucas County Health Center","41.01444","-93.30349","1/MO","Iowa Clinic Pulmonary","West Des Moines","41.5755","-93.71303","Daniel Lee Dodge, DO"
"Pulmonary Disease","Chariton","Lucas County Health Center","41.01444","-93.30349","1/MO","Iowa Clinic Pulmonary","West Des Moines","41.5755","-93.71303","Amerlon L Enriquez, MD"
"Vascular Surgery","Chariton","Lucas County Health Center","41.01444","-93.30349","1/MO","Iowa Clinic Cardiovascular - West Des Moines","West Des Moines","41.5755","-93.71303","Eric Christopher Scott, MD"
"Cardiovascular Disease","Charles City","Floyd County Medical Center","43.06642","-92.67252","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Byron T Beasley, MD"
"Cardiovascular Disease","Charles City","Floyd County Medical Center","43.06642","-92.67252","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Sepideh Sahar Darbandi, DO"
"Cardiovascular Disease","Charles City","Floyd County Medical Center","43.06642","-92.67252","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Radu Hagau, MD"
"Nephrology","Charles City","Floyd County Medical Center","43.06642","-92.67252","1/MO","MercyOne North Iowa Specialty Care - Mason City","Mason City","43.15362","-93.20104","Yuvaraj Thangaraj, MD"
"Orthopaedic Surgery","Charles City","Floyd County Medical Center","43.06642","-92.67252","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Timothy A Gibbons, MD"
"Orthopaedic Surgery","Charles City","Floyd County Medical Center","43.06642","-92.67252","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Eric J Potthoff, DO"
"Otolaryngology","Charles City","Floyd County Medical Center","43.06642","-92.67252","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Timothy M Dettmer, MD"
"Pain Medicine Anes","Charles City","Floyd County Medical Center","43.06642","-92.67252","2/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Ronald Francis Kloc, DO"
"Urology","Charles City","Floyd County Medical Center","43.06642","-92.67252","2/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Timothy L Mulholland, MD"
"Urology","Charles City","Floyd County Medical Center","43.06642","-92.67252","2/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Kevin R Rier, MD"
"Cardiovascular Disease","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","2/MO","UnityPoint - Sioux City Cardiovascular Associates","Sioux City","42.49632","-96.40644","Jon A Peacock, MD"
"Dermatology","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","1/MO","CNOS - Sioux City","Sioux City","42.49632","-96.40644","Raymond Takashi Kuwahara, MD"
"General Surgery","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","2/MO","Buena Vista General Surgery","Storm Lake","42.64094","-95.20086","John Gary Armstrong, MD"
"General Surgery","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","1/WK","Buena Vista General Surgery","Storm Lake","42.64094","-95.20086","Jason Michael Dierking, MD"
"Maternal & Fetal Medicine","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","1/MO","UnityPoint Clinic Maternal-Fetal Med","Sioux City","42.49632","-96.40644","Alfred D Fleming, MD"
"Medical Oncology","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","2/MO","June E Nylen Cancer Center","Sioux City","42.49632","-96.40644","Chandana Javvaji, MD"
"Nephrology","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","1/MO","Renal Associates","Dakota Dunes, SD","42.50394","-96.49581","Euclid Jerome St. Hill, MD"
"Neurological Surgery","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","2/MO","CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","Matthew R Johnson, MD"
"Neurology","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","2/MO","CHI Health Omaha","Omaha, NE","41.25865","-95.93719","Charles Robert Adams, MD"
"Obstetrics & Gynecology","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","3/MO","Siouxland OB & Gyn PC","Sioux City","42.49632","-96.40644","Chandler Alexandra Kasuske, MD"
"Orthopaedic Surgery","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","1/WK","NW IA Bone, Joint & Sports - Storm Lake","Storm Lake","42.64094","-95.20086","Seth William Harrer, MD"
"Orthopaedic Surgery","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","1/WK","CNOS, PC","Dakota Dunes, SD","42.50394","-96.49581","Daniel Richard Nelson, MD"
"Otolaryngology","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","1/MO","ENT Consultants","Dakota Dunes, SD","42.50394","-96.49581","Reason A Ford, MD"
"Otolaryngology","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","1/WK","NW Iowa Ear Nose & Throat Spec","Spencer","43.14137","-95.1447","Daniel L Jorgensen, MD"
"Pulmonary Disease","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","<1/MO","UnityPoint Clinic Pulmonary & Critical Care","Sioux City","42.49632","-96.40644","Jitendrakumar S Gupta, MD"
"Urology","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","3/MO","Northwest Iowa Urologists","Spencer","43.14137","-95.1447","Charlotte Jean Caligiuri, DO"
"Vascular Surgery","Cherokee","Cherokee Regional Medical Center","42.74967","-95.55127","1/MO","Vascular & Interventional Specialists","Dakota Dunes, SD","42.50394","-96.49581","Chad Roger Laurich, MD"
"Allergy & Immunology","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","1/MO","Advanced ENT - Omaha","Bellevue, NE","41.15106","-95.90025","Mark Douglas Frey, MD"
"Cardiovascular Disease","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","2/MO","Bryan LGH Heart Institute","Lincoln, NE","40.8136","-96.70261","Mathue Michael Baker, MD"
"Cardiovascular Disease","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","2/MO","Bryan LGH Heart Institute","Lincoln, NE","40.8136","-96.70261","Christopher Balwanz, MD"
"Obstetrics & Gynecology","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","2/MO","Shenandoah Physicians Clinic","Shenandoah","40.76599","-95.37385","Martee Rose MacLeod-Kozal, MD"
"Ophthalmology","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","1/MO","Midwest EyeCare","Omaha, NE","41.25865","-95.93719","Martin William Mizener, MD"
"Orthopaedic Surgery","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","2/MO","Miller Orthopedic Specialists","Council Bluffs","41.25896","-95.85436","Thomas M Atteberry, MD"
"Orthopaedic Surgery","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","2/MO","Miller Orthopedic Specialists","Council Bluffs","41.25896","-95.85436","Caliste Iv Hsu, MD"
"Orthopaedic Surgery","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","1/MO","Miller Orthopedic Specialists","Council Bluffs","41.25896","-95.85436","Thomas Frederick Satterly, DO"
"Otolaryngology","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","1/MO","ENT Specialists PC","Omaha, NE","41.25865","-95.93719","Patrick C Farrell, MD"
"Psychiatry","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","1/MO","UNMC Psychiatry Dept","Omaha, NE","41.25865","-95.93719","Jennifer Kathleen McWilliams, MD"
"Urology","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","2/MO","The Urology Center PC","Omaha, NE","41.25865","-95.93719","Stephen S Lim, MD"
"Urology","Clarinda","Clarinda Regional Health Center","40.74215","-95.03255","2/MO","The Urology Center PC","Omaha, NE","41.25865","-95.93719","Anthony Daniel Oberle, MD"
"Allergy & Immunology","Clarion","Iowa Specialty Hospital - Clarion","42.73076","-93.73283","1/MO","McFarland Clinic - Duff Ave","Ames","42.0268","-93.62018","Jason Allen Cascio, MD"
"Cardiovascular Disease","Clarion","Iowa Specialty Hospital - Clarion","42.73076","-93.73283","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Muhammad Anwar Al Sharif, DO"
"Cardiovascular Disease","Clarion","Iowa Specialty Hospital - Clarion","42.73076","-93.73283","1/WK","Mason City Clinic PC","Mason City","43.15362","-93.20104","Byron T Beasley, MD"
"General Surgery","Clarion","Iowa Specialty Hospital - Clarion","42.73076","-93.73283","1/WK","UnityPoint Surgery Center - Fort Dodge","Fort Dodge","42.50117","-94.16939","Maria Laura Miegge Viera, MD"
"Hand Surgery","Clarion","Iowa Specialty Hospital - Clarion","42.73076","-93.73283","1/MO","Mason City Clinic PC","Mason City","43.15362","-93.20104","Rene F Recinos, MD"
"Obstetrics & Gynecology","Clarion","Iowa Specialty Hospital - Clarion","42.73076","-93.73283","1/WK","Gabrielson Clinic for Women - Clear Lake","Clear Lake","43.13736","-93.37875","Emily Anne Hill-Engstler, DO"
"Orthopaedic Surgery","Clarion","Iowa Specialty Hospital - Clarion","42.73076","-93.73283","1/WK","Orthopaedic Specialist / Fort Dodge Clinic","Fort Dodge","42.50117","-94.16939","Emile C Li, MD"
"Orthopaedic Surgery","Clarion","Iowa Specialty Hospital - Clarion","42.73076","-93.73283","1/WK","Orthopaedic Specialist / Fort Dodge Clinic","Fort Dodge","42.50117","-94.16939","Mark Kamal Palit, MD"
